true * 7442 2095 11964 0 0 0
true * 7441 1908 12908 0 0 0
true * 7440 1984 13268 0 0 0
true * 7439 2048 14112 0 0 0
true * 7438 2268 15400 0 0 0
true * 7437 2316 12024 0 0 0
true * 7436 3104 11968 0 0 0
true * 7435 3254 11972 0 0 0
true * 7434 18840 12888 0 0 0
true * 7433 18100 13388 0 0 0
true * 7432 17300 13648 0 0 0
true * 7431 16800 13876 0 0 0
true * 7430 15972 14104 0 0 0
true * 7429 15104 14020 0 0 0
true * 7428 14452 13524 0 0 0
true * 7427 14016 13264 0 0 0
true * 7426 13072 12900 0 0 0
true * 7424 14442 4589 0 0 0
true * 7423 15580 5368 0 0 0
true * 7422 16608 6192 0 0 0
true * 7421 17804 7816 0 0 0
true * 7420 18304 8784 0 0 0
true * 7419 18740 10204 0 0 0
true * 7418 19068 11572 0 0 0
true * 7417 19392 12672 0 0 0
true * 7416 19440 12956 0 0 0
true * 7415 19712 14356 0 0 0
true * 7414 19848 15812 0 0 0
true * 7413 19960 17156 0 0 0
true * 7412 19984 18544 0 0 0
true * 7411 19976 20196 0 0 0
true * 7410 19716 23280 0 0 0
true * 7409 19824 22112 0 0 0
true * 7406 13872 4176 0 0 0
true * 7405 13572 4740 0 0 0
true * 7404 13272 6000 0 0 0
true * 7403 13316 7468 0 0 0
true * 7402 13480 8824 0 0 0
true * 7401 13308 9968 0 0 0
true * 7400 12995 11263 0 0 0
true * 7399 12282 12622 0 0 0
true * 7398 12014 12788 0 0 0
true * 7397 11395 13027 0 0 0
true * 7395 9708 14020 0 0 0
true * 7394 9160 14804 0 0 0
true * 7391 6456 14456 0 0 0
true * 7390 7572 14888 0 0 0
true * 7389 8948 15300 0 0 0
true * 7388 8752 16404 0 0 0
true * 7387 8547 18096 0 0 0
true * 7386 8583 18848 0 0 0
true * 7384 9356 20552 0 0 0
true * 7383 9944 20776 0 0 0
true * 7382 10364 20772 0 0 0
true * 7381 11552 21140 0 0 0
true * 7380 12036 21504 0 0 0
true * 7379 14035 21868 0 0 0
true * 7378 15003 21784 0 0 0
true * 7377 16172 21900 0 0 0
true * 7376 17036 22236 0 0 0
true * 7375 19576 24604 0 0 0
true * 7371 3384 12008 0 0 0
true * 7370 3756 11304 0 0 0
true * 7367 4510 10373 0 0 0
true * 7366 9380 11762 0 0 0
true * 7365 11301 16143 0 0 0
true * 7364 11336 13541 0 0 0
true * 7363 10289 15516 0 0 0
true * 7362 8397 13756 0 0 0
true * 7361 10198 19846 0 0 0
true * 7360 10278 22359 0 0 0
true * 7359 11616 17000 0 0 0
true * 7358 10513 17104 0 0 0
true * 7357 11097 25220 0 0 0
true * 7356 12076 27072 0 0 0
true * 7355 11873 23835 0 0 0
true * 7354 12595 15238 0 0 0
true * 7353 10183 7960 0 0 0
true * 7352 10332 8931 0 0 0
true * 7351 19653 11420 0 0 0
true * 7350 11822 20093 0 0 0
true * 7349 18244 21629 0 0 0
true * 7348 6440 15448 0 0 0
true * 7347 5946 13520 0 0 0
true * 7345 7200 16562 0 0 0
true * 7344 7088 16676 0 0 0
true * 7343 7017 16798 0 0 0
true * 7340 8843 16989 0 0 0
true * 7338 8846 16911 0 0 0
true * 7336 8867 16838 0 0 0
true * 7334 8836 16947 0 0 0
true * 7332 9216 17255 0 0 0
true * 7331 9193 17113 0 0 0
true * 7330 9110 17103 0 0 0
true * 7329 9081 17074 0 0 0
true * 7328 9056 16913 0 0 0
true * 7327 9027 16777 0 0 0
true * 7325 8974 16606 0 0 0
true * 7323 8198 16103 0 0 0
true * 7322 8146 16041 0 0 0
true * 7318 5530 14955 0 0 0
true * 7317 5538 14966 0 0 0
true * 7316 5492 14976 0 0 0
true * 7315 5458 14971 0 0 0
true * 7314 5443 14951 0 0 0
true * 7313 5434 14922 0 0 0
true * 7312 5438 14892 0 0 0
true * 7311 5466 14869 0 0 0
true * 7307 6164 13932 0 0 0
true * 7306 6325 14278 0 0 0
true * 7305 6476 14347 0 0 0
true * 7304 6583 14372 0 0 0
true * 7303 6627 14366 0 0 0
true * 7302 6788 14268 0 0 0
true * 7301 6798 14234 0 0 0
true * 7300 6603 13679 0 0 0
true * 7298 6549 13690 0 0 0
true * 7297 6242 13894 0 0 0
true * 7296 6175 13875 0 0 0
true * 7294 6116 13421 0 0 0
true * 7293 6170 13357 0 0 0
true * 7291 6185 13381 0 0 0
true * 7287 5359 13805 0 0 0
true * 7286 8259 16953 0 0 0
true * 7285 8366 16816 0 0 0
true * 7284 8288 16738 0 0 0
true * 7283 8532 16422 0 0 0
true * 7278 8052 16288 0 0 0
true * 7277 8253 16449 0 0 0
true * 7273 5002 10696 0 0 0
true * 7272 4909 10596 0 0 0
true * 7270 7823 16304 0 0 0
true * 7269 8052 16026 0 0 0
true * 7266 4608 10239 0 0 0
true * 7264 4676 9971 0 0 0
true * 7263 8832 15275 0 0 0
true * 7262 8846 15543 0 0 0
true * 7261 8841 15655 0 0 0
true * 7259 8753 15857 0 0 0
true * 7256 8153 16571 0 0 0
true * 7254 5165 10791 0 0 0
true * 7252 4925 10958 0 0 0
true * 7244 4962 10924 0 0 0
true * 7243 4807 10749 0 0 0
true * 7242 6641 15815 0 0 0
true * 7241 6287 15722 0 0 0
true * 7240 6199 16009 0 0 0
true * 7239 6203 16056 0 0 0
true * 7238 6946 13275 0 0 0
true * 7237 6097 13777 0 0 0
true * 7236 5829 13319 0 0 0
